"","lon","lat"
"395",-122.497539,47.507312
"396",-122.503069,47.503261
"397",-122.504397,47.499688
"398",-122.51115,47.492181
"399",-122.514715,47.489932
"400",-122.515903,47.487363
"401",-122.518755,47.485756
"402",-122.518755,47.481259
"403",-122.520895,47.477564
"404",-122.523034,47.475315
"405",-122.528738,47.472263
"406",-122.532303,47.46921
"407",-122.53087954,47.46255187
"408",-122.530756,47.461974
"409",-122.529926,47.456034
"410",-122.533016,47.453623
"411",-122.535631,47.449284
"412",-122.533492,47.439157
"413",-122.535393,47.43562
"414",-122.531838,47.430307
"415",-122.531889,47.428827
"416",-122.535393,47.424204
"417",-122.53975909,47.42065896
"418",-122.540147,47.420344
"419",-122.539871,47.417921
"420",-122.544541,47.411539
"421",-122.547039,47.410534
"422",-122.547277,47.407799
"423",-122.550367,47.406673
"424",-122.55091082,47.40322129
"425",-122.556702,47.40341
"426",-122.569969,47.403415
"427",-122.573171,47.403302
"428",-122.588401,47.403674
"429",-122.58893,47.403675
"430",-122.610401,47.403363
"431",-122.624683,47.403424
"432",-122.625518,47.403518
"433",-122.627144,47.403518
"434",-122.630553,47.403518
"435",-122.634044,47.403518
"436",-122.664192,47.40352
"437",-122.665925,47.403528
"438",-122.694955,47.403479
"439",-122.717823,47.403206
"440",-122.719624,47.403462
"441",-122.742848,47.403716
"442",-122.744448,47.403916
"443",-122.763941,47.403858
"444",-122.764243,47.403901
"445",-122.801451,47.404016
"446",-122.801075,47.405475
"447",-122.800816,47.429751
"448",-122.800999,47.443615
"449",-122.800966,47.462036
"450",-122.800967,47.469707
"451",-122.800967,47.470437
"452",-122.800974,47.476252
"453",-122.801013,47.484004
"454",-122.80015,47.520165
"455",-122.8163,47.520591
"456",-122.839162,47.521333
"457",-122.839767,47.521321
"458",-122.864777,47.521487
"459",-122.945751,47.522471
"460",-122.950139,47.522497
"461",-122.993801,47.520158
"462",-123.02376667,47.5202523
"463",-123.017645,47.527179
